PLAYER,PLAYER_link,AVG Salary,Type
"Jahlil Okafor","https://www.spotrac.com/redirect/player/17831/","$2,564,753","UFA"
"Jerian Grant","https://www.spotrac.com/redirect/player/17847/","$2,564,753","UFA"
"Damian Jones","https://www.spotrac.com/redirect/player/20235/","$2,564,753","UFA"
"DeAndre' Bembry","https://www.spotrac.com/redirect/player/20226/","$2,564,753","UFA"
"Maurice Harkless","https://www.spotrac.com/redirect/player/10823/","$2,564,753","UFA"
"Wesley Matthews","https://www.spotrac.com/redirect/player/6489/","$2,395,574","UFA"
"Frank Jackson","https://www.spotrac.com/redirect/player/23626/","$2,331,593","UFA"
"Dwayne Bacon","https://www.spotrac.com/redirect/player/23640/","$2,331,593","UFA"
"Bismack Biyombo","https://www.spotrac.com/redirect/player/8057/","$2,320,044","UFA"
"Wenyen Gabriel","https://www.spotrac.com/redirect/player/27806/","$2,320,044","UFA"
"James Ennis III","https://www.spotrac.com/redirect/player/13363/","$2,258,000","UFA"
"Kelan Martin","https://www.spotrac.com/redirect/player/32756/","$2,250,000","RFA"
"Oshae Brissett","https://www.spotrac.com/redirect/player/32418/","$2,174,318","UFA"
"Patrick Patterson","https://www.spotrac.com/redirect/player/6896/","$2,174,318","UFA"
"Wayne Ellington","https://www.spotrac.com/redirect/player/6302/","$2,050,000","RFA"
"Nicolas Batum","https://www.spotrac.com/redirect/player/6149/","$2,028,594","UFA"
"Jared Dudley","https://www.spotrac.com/redirect/player/2228/","$2,028,594","UFA"
"Jose Barea","https://www.spotrac.com/redirect/player/2269/","$2,028,594","UFA"
"Jeff Teague","https://www.spotrac.com/redirect/player/6272/","$2,028,594","UFA"
"Udonis Haslem","https://www.spotrac.com/redirect/player/2549/","$2,006,445","UFA"
"Jeff Green","https://www.spotrac.com/redirect/player/2720/","$2,006,445","UFA"
"Dwight Howard","https://www.spotrac.com/redirect/player/2640/","$2,000,000","UFA"
"Carmelo Anthony","https://www.spotrac.com/redirect/player/2283/","$1,950,000","RFA"
"Reggie Jackson","https://www.spotrac.com/redirect/player/8075/","$1,882,867","UFA"
"Markieff Morris","https://www.spotrac.com/redirect/player/8064/","$1,882,867","UFA"
"Hassan Whiteside","https://www.spotrac.com/redirect/player/6915/","$1,882,867","UFA"
"Kent Bazemore","https://www.spotrac.com/redirect/player/11079/","$1,857,078","UFA"
"Alex Len","https://www.spotrac.com/redirect/player/13318/","$1,857,078","UFA"
"Solomon Hill","https://www.spotrac.com/redirect/player/13336/","$1,764,740","UFA"
"Matthew Dellavedova","https://www.spotrac.com/redirect/player/13478/","$1,764,740","RFA"
"Glenn Robinson III","https://www.spotrac.com/redirect/player/15392/","$1,764,740","RFA"
"Langston Galloway","https://www.spotrac.com/redirect/player/15824/","$1,751,429","UFA"
"Noah Vonleh","https://www.spotrac.com/redirect/player/15361/","$1,751,429","UFA"
"Tyler Johnson","https://www.spotrac.com/redirect/player/15645/","$1,737,145","UFA"
"Frank Kaminsky","https://www.spotrac.com/redirect/player/17837/","$1,737,145","UFA"
"JaKarr Sampson","https://www.spotrac.com/redirect/player/15838/","$1,691,680","UFA"
"Raul Neto","https://www.spotrac.com/redirect/player/13360/","$1,678,854","UFA"
"Thon Maker","https://www.spotrac.com/redirect/player/20215/","$1,678,854","UFA"
"Willy Hernangomez","https://www.spotrac.com/redirect/player/17863/","$1,678,854","UFA"
"Sindarius Thornwell","https://www.spotrac.com/redirect/player/23649/","$1,664,676","RFA"
"Torrey Craig","https://www.spotrac.com/redirect/player/24230/","$1,620,564","UFA"
"Harry Giles","https://www.spotrac.com/redirect/player/23615/","$1,573,645","UFA"
"Derrick Walton Jr.","https://www.spotrac.com/redirect/player/24263/","$1,573,645","RFA"
"DaQuan Jeffries","https://www.spotrac.com/redirect/player/32680/","$1,445,697","RFA"
"Evan Turner","https://www.spotrac.com/redirect/player/6883/","-","UFA"
"Ian Mahinmi","https://www.spotrac.com/redirect/player/2708/","-","UFA"
"Brandon Knight","https://www.spotrac.com/redirect/player/8058/","-","UFA"
"Dewayne Dedmon","https://www.spotrac.com/redirect/player/13536/","-","UFA"
"Courtney Lee","https://www.spotrac.com/redirect/player/6144/","-","UFA"
"John Henson","https://www.spotrac.com/redirect/player/10822/","-","UFA"
"Andre Roberson","https://www.spotrac.com/redirect/player/13339/","-","UFA"
"Taj Gibson","https://www.spotrac.com/redirect/player/6278/","-","UFA"
"E'Twaun Moore","https://www.spotrac.com/redirect/player/8107/","-","UFA"
"Ersan Ilyasova","https://www.spotrac.com/redirect/player/6341/","-","UFA"
"Marco Belinelli","https://www.spotrac.com/redirect/player/2314/","-","UFA"
"Zhaire Smith","https://www.spotrac.com/redirect/player/26982/","-","UFA"
"Yogi Ferrell","https://www.spotrac.com/redirect/player/20283/","-","UFA"
"Quinn Cook","https://www.spotrac.com/redirect/player/18264/","-","UFA"
"Wilson Chandler","https://www.spotrac.com/redirect/player/2616/","-","UFA"
"Tyson Chandler","https://www.spotrac.com/redirect/player/2605/","-","UFA"
"Kyle Korver","https://www.spotrac.com/redirect/player/2752/","-","UFA"
"Vince Carter","https://www.spotrac.com/redirect/player/2590/","-","UFA"
"Thabo Sefolosha","https://www.spotrac.com/redirect/player/2250/","-","UFA"
"Rondae Hollis-Jefferson","https://www.spotrac.com/redirect/player/17851/","-","UFA"
"Denzel Valentine","https://www.spotrac.com/redirect/player/20219/","-","RFA"
"Ante Zizic","https://www.spotrac.com/redirect/player/20228/","-","UFA"
"Jacob Evans","https://www.spotrac.com/redirect/player/26994/","-","UFA"
"Caleb Swanigan","https://www.spotrac.com/redirect/player/23621/","-","UFA"
"Kyle O'Quinn","https://www.spotrac.com/redirect/player/10874/","-","UFA"
"Shabazz Napier","https://www.spotrac.com/redirect/player/15376/","-","UFA"
"Emmanuel Mudiay","https://www.spotrac.com/redirect/player/17835/","-","UFA"
"Furkan Korkmaz","https://www.spotrac.com/redirect/player/20231/","-","UFA"
"Cheick Diallo","https://www.spotrac.com/redirect/player/20239/","-","UFA"
"Skal Labissiere","https://www.spotrac.com/redirect/player/20233/","-","UFA"
"Treveon Graham","https://www.spotrac.com/redirect/player/18124/","-","UFA"
"Joakim Noah","https://www.spotrac.com/redirect/player/2248/","-","UFA"
"Brad Wanamaker","https://www.spotrac.com/redirect/player/27289/","-","UFA"
"Theo Pinson","https://www.spotrac.com/redirect/player/27827/","-","UFA"
"Élie Okobo","https://www.spotrac.com/redirect/player/26997/","-","UFA"
"Nando De Colo","https://www.spotrac.com/redirect/player/11013/","-","RFA"
"Dewan Hernandez","https://www.spotrac.com/redirect/player/31618/","-","UFA"
"David Nwaba","https://www.spotrac.com/redirect/player/21577/","-","UFA"
"Damyean Dotson","https://www.spotrac.com/redirect/player/23645/","-","UFA"
"Wesley Iwundu","https://www.spotrac.com/redirect/player/23628/","-","UFA"
"Keita Bates-Diop","https://www.spotrac.com/redirect/player/27014/","-","UFA"
"Khyri Thomas","https://www.spotrac.com/redirect/player/27004/","-","UFA"
"P.J. Dozier","https://www.spotrac.com/redirect/player/23668/","-","UFA"
"Sterling Brown","https://www.spotrac.com/redirect/player/23647/","-","UFA"
"Timothe Luwawu-Cabarrot","https://www.spotrac.com/redirect/player/20229/","-","UFA"
"Melvin Frazier","https://www.spotrac.com/redirect/player/27001/","-","UFA"
"Dean Wade","https://www.spotrac.com/redirect/player/31963/","-","RFA"
"Ky Bowman","https://www.spotrac.com/redirect/player/32457/","-","UFA"
"Bruno Caboclo","https://www.spotrac.com/redirect/player/15372/","-","UFA"
"Alize Johnson","https://www.spotrac.com/redirect/player/27016/","-","UFA"
"Gary Payton II","https://www.spotrac.com/redirect/player/20272/","-","UFA"
"Rayjon Tucker","https://www.spotrac.com/redirect/player/32785/","-","UFA"
"Malcolm Miller","https://www.spotrac.com/redirect/player/18099/","-","UFA"
"Jordan Bell","https://www.spotrac.com/redirect/player/23633/","-","UFA"
"Marvin Williams","https://www.spotrac.com/redirect/player/2208/","-","UFA"
"Norvel Pelle","https://www.spotrac.com/redirect/player/27836/","-","UFA"
"Shaquille Harrison","https://www.spotrac.com/redirect/player/21066/","-","UFA"
"Jordan McRae","https://www.spotrac.com/redirect/player/15410/","-","UFA"
"DeMarre Carroll","https://www.spotrac.com/redirect/player/6294/","-","UFA"
"Michael Kidd-Gilchrist","https://www.spotrac.com/redirect/player/10810/","-","UFA"
"Nik Stauskas","https://www.spotrac.com/redirect/player/15360/","-","UFA"
"Dion Waiters","https://www.spotrac.com/redirect/player/10812/","-","UFA"
"Corey Brewer","https://www.spotrac.com/redirect/player/2573/","-","UFA"
"Anthony Tolliver","https://www.spotrac.com/redirect/player/6483/","-","UFA"
"J.R. Smith","https://www.spotrac.com/redirect/player/2296/","-","UFA"
"Jamal Crawford","https://www.spotrac.com/redirect/player/2618/","-","UFA"
"Luc Richard Mbah a Moute","https://www.spotrac.com/redirect/player/6130/","-","UFA"
"Lance Thomas","https://www.spotrac.com/redirect/player/8713/","-","UFA"
"Justin Patton","https://www.spotrac.com/redirect/player/23611/","-","UFA"
"Ryan Broekhoff","https://www.spotrac.com/redirect/player/27626/","-","UFA"
"Jaylen Adams","https://www.spotrac.com/redirect/player/27343/","-","UFA"
"Donta Hall","https://www.spotrac.com/redirect/player/32450/","-","UFA"
"Justin Anderson","https://www.spotrac.com/redirect/player/17849/","-","UFA"
"Jarrod Uthoff","https://www.spotrac.com/redirect/player/20896/","-","UFA"
"Tyler Cook","https://www.spotrac.com/redirect/player/32778/","-","UFA"
"Paul Watson","https://www.spotrac.com/redirect/player/28089/","-","RFA"
"Lamine Diane","https://www.spotrac.com/redirect/player/70800/","-","UFA"
"Justin Robinson","https://www.spotrac.com/redirect/player/32396/","-","UFA"
"Isaiah Hicks","https://www.spotrac.com/redirect/player/23677/","-","RFA"
"Kostas Antetokounmpo","https://www.spotrac.com/redirect/player/27026/","-","RFA"
"Yuta Watanabe","https://www.spotrac.com/redirect/player/27713/","-","RFA"
"Brian Bowen II","https://www.spotrac.com/redirect/player/31889/","-","UFA"
"Jaylen Hoard","https://www.spotrac.com/redirect/player/31893/","-","UFA"
"Charlie Brown Jr.","https://www.spotrac.com/redirect/player/31896/","-","UFA"
"Adam Mokoka","https://www.spotrac.com/redirect/player/31961/","-","RFA"
"Tacko Fall","https://www.spotrac.com/redirect/player/31972/","-","RFA"
"Louis King","https://www.spotrac.com/redirect/player/32043/","-","RFA"
"Garrison Mathews","https://www.spotrac.com/redirect/player/32044/","-","RFA"
"Quinndary Weatherspoon","https://www.spotrac.com/redirect/player/31608/","-","RFA"
"Tremont Waters","https://www.spotrac.com/redirect/player/31610/","-","RFA"
"Jarrell Brantley","https://www.spotrac.com/redirect/player/31609/","-","RFA"
"Justin Wright-Foreman","https://www.spotrac.com/redirect/player/31612/","-","RFA"
"Jared Harper","https://www.spotrac.com/redirect/player/32403/","-","RFA"
"Chris Chiozza","https://www.spotrac.com/redirect/player/28033/","-","RFA"
"Cam Reynolds","https://www.spotrac.com/redirect/player/28061/","-","UFA"
"Jordan Bone","https://www.spotrac.com/redirect/player/31616/","-","UFA"
"Marial Shayock","https://www.spotrac.com/redirect/player/31613/","-","UFA"
"Jordan McLaughlin","https://www.spotrac.com/redirect/player/27975/","-","RFA"
"Frank Mason III","https://www.spotrac.com/redirect/player/23629/","-","UFA"
"Antonius Cleveland","https://www.spotrac.com/redirect/player/24370/","-","UFA"
"Johnathan Motley","https://www.spotrac.com/redirect/player/24020/","-","RFA"
"Josh Reaves","https://www.spotrac.com/redirect/player/32679/","-","RFA"
"Naz Mitrou-Long","https://www.spotrac.com/redirect/player/24478/","-","UFA"
"Kobi Simmons","https://www.spotrac.com/redirect/player/23674/","-","UFA"
"Moses Brown","https://www.spotrac.com/redirect/player/32830/","-","UFA"
"Shaq Buchanan","https://www.spotrac.com/redirect/player/33023/","-","RFA"
"Michael Frazier","https://www.spotrac.com/redirect/player/18144/","-","RFA"
"Max Strus","https://www.spotrac.com/redirect/player/32411/","-","RFA"
"B.J. Johnson","https://www.spotrac.com/redirect/player/28026/","-","UFA"
"Kevin Hervey","https://www.spotrac.com/redirect/player/27023/","-","UFA"
"William Howard","https://www.spotrac.com/redirect/player/32407/","-","RFA"
"Gabe Vincent","https://www.spotrac.com/redirect/player/28087/","-","RFA"
"Tariq Owens","https://www.spotrac.com/redirect/player/32408/","-","RFA"
"Ray Spalding","https://www.spotrac.com/redirect/player/27022/","-","UFA"
"Kyle Alexander","https://www.spotrac.com/redirect/player/32395/","-","RFA"
"Devon Hall","https://www.spotrac.com/redirect/player/27019/","-","UFA"
"Michael Beasley","https://www.spotrac.com/redirect/player/6127/","-","UFA"
"Iman Shumpert","https://www.spotrac.com/redirect/player/8068/","-","UFA"
"","","$8,788,051",""
